"FIPS Code","Geography","Year","Program Type","Population"
"36025","Delaware County","2007","Intercensal Population Estimate","48,450"
"36027","Dutchess County","2007","Intercensal Population Estimate","295,319"
"36029","Erie County","2007","Intercensal Population Estimate","921,887"
"36031","Essex County","2007","Intercensal Population Estimate","39,373"
"36033","Franklin County","2007","Intercensal Population Estimate","51,782"
"36035","Fulton County","2007","Intercensal Population Estimate","55,489"
"36037","Genesee County","2007","Intercensal Population Estimate","59,930"
"36039","Greene County","2007","Intercensal Population Estimate","49,537"
"36041","Hamilton County","2007","Intercensal Population Estimate","4,969"
"36043","Herkimer County","2007","Intercensal Population Estimate","64,343"
"36045","Jefferson County","2007","Intercensal Population Estimate","115,059"
"36047","Kings County","2007","Intercensal Population Estimate","2,441,324"
"36049","Lewis County","2007","Intercensal Population Estimate","27,086"
"36051","Livingston County","2007","Intercensal Population Estimate","65,460"
"36053","Madison County","2007","Intercensal Population Estimate","72,709"
"36055","Monroe County","2007","Intercensal Population Estimate","739,249"
"36057","Montgomery County","2007","Intercensal Population Estimate","49,798"
"36059","Nassau County","2007","Intercensal Population Estimate","1,322,048"
"36061","New York County","2007","Intercensal Population Estimate","1,581,402"
"36063","Niagara County","2007","Intercensal Population Estimate","215,791"
"36065","Oneida County","2007","Intercensal Population Estimate","234,488"
"36067","Onondaga County","2007","Intercensal Population Estimate","461,287"
"36069","Ontario County","2007","Intercensal Population Estimate","105,216"
"36071","Orange County","2007","Intercensal Population Estimate","368,464"
"36073","Orleans County","2007","Intercensal Population Estimate","43,342"
"36075","Oswego County","2007","Intercensal Population Estimate","122,213"
"36077","Otsego County","2007","Intercensal Population Estimate","62,914"
"36079","Putnam County","2007","Intercensal Population Estimate","99,454"
"36081","Queens County","2007","Intercensal Population Estimate","2,177,351"
"36083","Rensselaer County","2007","Intercensal Population Estimate","158,243"
"36085","Richmond County","2007","Intercensal Population Estimate","459,642"
"36087","Rockland County","2007","Intercensal Population Estimate","301,668"
"36089","St. Lawrence County","2007","Intercensal Population Estimate","111,586"
"36091","Saratoga County","2007","Intercensal Population Estimate","215,798"
"36093","Schenectady County","2007","Intercensal Population Estimate","152,275"
"36095","Schoharie County","2007","Intercensal Population Estimate","32,894"
"36097","Schuyler County","2007","Intercensal Population Estimate","18,707"
"36099","Seneca County","2007","Intercensal Population Estimate","35,469"
"36101","Steuben County","2007","Intercensal Population Estimate","98,541"
"36103","Suffolk County","2007","Intercensal Population Estimate","1,475,255"
"36105","Sullivan County","2007","Intercensal Population Estimate","77,991"
"36107","Tioga County","2007","Intercensal Population Estimate","51,565"
"36109","Tompkins County","2007","Intercensal Population Estimate","99,910"
"36111","Ulster County","2007","Intercensal Population Estimate","182,818"
"36113","Warren County","2007","Intercensal Population Estimate","65,740"
"36115","Washington County","2007","Intercensal Population Estimate","63,054"
"36117","Wayne County","2007","Intercensal Population Estimate","93,539"
"36119","Westchester County","2007","Intercensal Population Estimate","933,414"
"36121","Wyoming County","2007","Intercensal Population Estimate","42,515"
"36123","Yates County","2007","Intercensal Population Estimate","25,234"
"36000","New York State","2006","Intercensal Population Estimate","19,104,631"
"36001","Albany County","2006","Intercensal Population Estimate","303,997"
"36003","Allegany County","2006","Intercensal Population Estimate","49,359"
"36005","Bronx County","2006","Intercensal Population Estimate","1,348,164"
"36007","Broome County","2006","Intercensal Population Estimate","200,905"
"36009","Cattaraugus County","2006","Intercensal Population Estimate","81,342"
"36011","Cayuga County","2006","Intercensal Population Estimate","80,892"
"36013","Chautauqua County","2006","Intercensal Population Estimate","135,640"
"36015","Chemung County","2006","Intercensal Population Estimate","88,732"
"36017","Chenango County","2006","Intercensal Population Estimate","51,391"
"36019","Clinton County","2006","Intercensal Population Estimate","82,547"
"36021","Columbia County","2006","Intercensal Population Estimate","63,427"
"36023","Cortland County","2006","Intercensal Population Estimate","49,449"
"36025","Delaware County","2006","Intercensal Population Estimate","48,271"
"36027","Dutchess County","2006","Intercensal Population Estimate","294,712"
"36029","Erie County","2006","Intercensal Population Estimate","925,564"
"36031","Essex County","2006","Intercensal Population Estimate","39,490"
"36033","Franklin County","2006","Intercensal Population Estimate","51,511"
"36035","Fulton County","2006","Intercensal Population Estimate","55,328"
"36037","Genesee County","2006","Intercensal Population Estimate","59,919"
"36039","Greene County","2006","Intercensal Population Estimate","49,513"
"36041","Hamilton County","2006","Intercensal Population Estimate","4,987"
"36043","Herkimer County","2006","Intercensal Population Estimate","64,029"
"36045","Jefferson County","2006","Intercensal Population Estimate","113,650"
"36047","Kings County","2006","Intercensal Population Estimate","2,436,132"
"36049","Lewis County","2006","Intercensal Population Estimate","27,001"
"36051","Livingston County","2006","Intercensal Population Estimate","65,357"
"36053","Madison County","2006","Intercensal Population Estimate","72,042"
"36055","Monroe County","2006","Intercensal Population Estimate","738,329"
"36057","Montgomery County","2006","Intercensal Population Estimate","49,724"
"36059","Nassau County","2006","Intercensal Population Estimate","1,324,905"
"36061","New York County","2006","Intercensal Population Estimate","1,578,171"
"36063","Niagara County","2006","Intercensal Population Estimate","216,148"
"36065","Oneida County","2006","Intercensal Population Estimate","234,229"
"36067","Onondaga County","2006","Intercensal Population Estimate","460,925"
"36069","Ontario County","2006","Intercensal Population Estimate","104,644"
"36071","Orange County","2006","Intercensal Population Estimate","366,908"
"36073","Orleans County","2006","Intercensal Population Estimate","43,420"
"36075","Oswego County","2006","Intercensal Population Estimate","122,354"
"36077","Otsego County","2006","Intercensal Population Estimate","63,032"
"36079","Putnam County","2006","Intercensal Population Estimate","99,357"
"36081","Queens County","2006","Intercensal Population Estimate","2,173,862"
"36083","Rensselaer County","2006","Intercensal Population Estimate","157,312"
"36085","Richmond County","2006","Intercensal Population Estimate","457,577"
"36087","Rockland County","2006","Intercensal Population Estimate","299,390"
"36089","St. Lawrence County","2006","Intercensal Population Estimate","111,556"
"36091","Saratoga County","2006","Intercensal Population Estimate","214,627"
"36093","Schenectady County","2006","Intercensal Population Estimate","151,768"
"36095","Schoharie County","2006","Intercensal Population Estimate","32,661"
"36097","Schuyler County","2006","Intercensal Population Estimate","18,752"
"36099","Seneca County","2006","Intercensal Population Estimate","35,223"
"36101","Steuben County","2006","Intercensal Population Estimate","98,473"
"36103","Suffolk County","2006","Intercensal Population Estimate","1,475,626"
"36105","Sullivan County","2006","Intercensal Population Estimate","77,231"
"36107","Tioga County","2006","Intercensal Population Estimate","51,536"
"36109","Tompkins County","2006","Intercensal Population Estimate","99,651"
"36111","Ulster County","2006","Intercensal Population Estimate","182,845"
"36113","Warren County","2006","Intercensal Population Estimate","65,554"
"36115","Washington County","2006","Intercensal Population Estimate","62,771"
"36117","Wayne County","2006","Intercensal Population Estimate","93,595"
"36119","Westchester County","2006","Intercensal Population Estimate","931,426"
"36121","Wyoming County","2006","Intercensal Population Estimate","42,673"
"36123","Yates County","2006","Intercensal Population Estimate","25,025"
"36000","New York State","2005","Intercensal Population Estimate","19,132,610"
"36001","Albany County","2005","Intercensal Population Estimate","302,791"
"36003","Allegany County","2005","Intercensal Population Estimate","49,768"
"36005","Bronx County","2005","Intercensal Population Estimate","1,351,736"
"36007","Broome County","2005","Intercensal Population Estimate","200,477"
"36009","Cattaraugus County","2005","Intercensal Population Estimate","82,039"
"36011","Cayuga County","2005","Intercensal Population Estimate","81,104"
"36013","Chautauqua County","2005","Intercensal Population Estimate","136,139"
"36015","Chemung County","2005","Intercensal Population Estimate","88,860"
"36017","Chenango County","2005","Intercensal Population Estimate","51,154"
"36019","Clinton County","2005","Intercensal Population Estimate","82,233"
"36021","Columbia County","2005","Intercensal Population Estimate","63,717"
"36023","Cortland County","2005","Intercensal Population Estimate","49,330"
"36025","Delaware County","2005","Intercensal Population Estimate","48,377"
"36027","Dutchess County","2005","Intercensal Population Estimate","294,362"
"36029","Erie County","2005","Intercensal Population Estimate","931,745"
"36031","Essex County","2005","Intercensal Population Estimate","39,321"
